0.33
test acc for dataset 1 0.705
0.255
test acc for dataset 2 0.782
         1404536 function calls (1400437 primitive calls) in 5.045 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1730    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
       16    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       46    0.056    0.001    0.062    0.001 {built-in method _imp.create_dynamic}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    46/29    0.007    0.000    0.065    0.002 {built-in method _imp.exec_dynamic}
       67    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      286    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1730    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
       24    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      210    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      613    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1105    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  470/465    0.012    0.000    0.026    0.000 {built-in method builtins.__build_class__}
    347/4    0.001    0.000    0.464    0.116 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      298    0.002    0.000    0.003    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      308    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       13    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
    255/1    0.013    0.000    5.046    5.046 {built-in method builtins.exec}
     3270    0.005    0.000    0.006    0.000 {built-in method builtins.getattr}
      389    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     4785    0.008    0.000    0.008    0.000 {built-in method builtins.hasattr}
     7919    0.008    0.000    0.008    0.000 {built-in method builtins.isinstance}
  231/218    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
7749/7626    0.008    0.000    0.008    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      156    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1101    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      583    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       84    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      543    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       12    0.002    0.000    0.003    0.000 {built-in method builtins.sorted}
      802    0.001    0.000    0.001    0.000 {built-in method builtins.sum}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      456    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        8    0.001    0.000    0.001    0.000 {built-in method io.open}
      228    0.037    0.000    0.037    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      270    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.add_docstring}
      112    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.array}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.concatenate}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty_like}
       25    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        8    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.fromfile}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
      753    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      103    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       28    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
     1039    0.026    0.000    0.026    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       58    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f50459368c8}
      110    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       11    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       11    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      348    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     5583    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       40    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      325    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       89    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      136    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      333    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      467    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      847    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      158    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       21    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      225    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1483    0.002    0.000    0.002    0.000 {method 'isupper' of 'str' objects}
      104    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       70    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     2974    0.004    0.000    0.005    0.000 {method 'join' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      280    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      277    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       56    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       57    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      228    0.016    0.000    0.016    0.000 {method 'read' of '_io.FileIO' objects}
       16    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       18    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       38    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     2361    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
     4842    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      148    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       41    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       94    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     2380    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
      291    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       22    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       83    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}


